Job Keyword,Job Title,Company Name,Location,Posted,Applicants,Salary,Remote/Hybrid,Job Type,Job Level,Company Size,Company Type,About Company,Country
 Junior RPA Developer,EMC Design Engineer,Valeo,"Tuam, County Galway, Ireland",Reposted 1 week ago,19 applicants,Not Provided,"On-site
", Full-time , Entry level,"10,001+ employees",Motor Vehicle Parts Manufacturing,"About the jobValeo est une entreprise mondiale de haute technologie qui conçoit des solutions révolutionnaires pour réinventer la mobilité. Nous sommes un équipementier partenaire des constructeurs automobiles et des acteurs de la nouvelle mobilité dans le monde entier. Notre vision ? Inventer une mobilité plus verte et plus sûre, grâce à des solutions axées sur la conduite intuitive et la réduction des émissions de CO2. Nous sommes leaders dans nos domaines d'activité et reconnus comme l'une des plus grandes entreprises innovantes au monde.Job Summary~ Responsible for the EMC Design activities and supporting the Validation team from RFQ phase to final customer acceptance of a defined project.Job Responsibilities~ EMC Preliminary Risk analysis (functions, auto-compatibility matrix, action plan…)Write Test Plan and support the validation team in partnership with the project team.Mechanical review in perspective of EMCSchematics reviewEMC design justificationDefine the Layout EMC specification according to pre analysis and ensure the layout follow up through a close partnership with the CAD Engineer and SI/PISimulation of EMC performance with SPICE tool or 3D simulationsEngineering Tests (troubleshooting / pre-compliance) Hands-on experience in using measuring instruments - Oscilloscopes, Spectrum Analyser/EMI receivers, VNA, Near field probing etcProviding expertise in Design Validation / Product Validation campaign and Failure analysis supporting measurement with all relevant DV test cases (e.g. CET, CEC, REA, BCI, ESD)Supplier and customer communication (including negotiation if needed)Capitalization on failures, solutions and best practices.Active involvement in EMC innovation activities when it is requiredJob Skills and qualification~ Bachelor Degree in Electronics or equivalentAt least 4 years of experience in EMC / Electronics Development. Willing to learn, contributing to Valeo EMC networking and self learning abilityGood verbal and written communication skills in English languageAbility to make 10% of travel per year in EuropePosition~R&D EngineerDépartement~Engineering Discipline CDASchedule~Temps pleinEmployee Status~CDIType de contrat~Contrat permanentJob Posting Date~2023-08-31Join Us !Being part of our team, you will join~ one of the largest global innovative companies, with more than 20,000 engineers working in Research & Development a multi-cultural environment that values diversity and international collaboration more than 100,000 colleagues in 31 countries... which make a lot of opportunity for career growth a business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable developmentMore information on Valeo~ https~//www.valeo.com",ireland
 Junior RPA Developer,Electrical Engineer,Mott MacDonald,"Cork, County Cork, Ireland",Reposted 1 week ago,90 applicants,Not Provided,"Hybrid
", Full-time , Entry level,"10,001+ employees",Civil Engineering,"About the jobContract TypePermanentWork patternFull time, Part time, Variable hoursPosition LocationCork, Ireland / Dublin, IrelandJob DescriptionDo you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for it’s employees? Mott MacDonald is a global consultancy whose people do exactly that. As An Electrical Engineer, Responsibilities Will IncludeManaging the delivery of assigned Building Services projects, Electrical elements.Working and liaising with associated engineering disciplines as part of delivering projects.Management of internal and external stakeholders.Responsible for managing external stakeholders, ensuring client satisfaction and pursuing and promoting opportunities with potential and established clients.Carrying out design and calculation work using relevant industry software (eg Amtech, IES, Relux, Revit etc).Developing, maintaining and monitoring programmes for scheduling and reporting on deliverables across specific projects.Maximising profitability of projects, monitoring against budget, reacting and anticipating potential problems and communicating in line with client expectations.Demonstrating technical expertise, providing in depth knowledge whilst proactively coaching and developing more junior team members.A bit about the teamThe Built Environment Team in Northern Ireland and Ireland collaborates on a wide variety of projects in the Built Environment, Transport, Water and Advisory sectors across our three offices, in Belfast, Dublin and Cork. There are also close links with our sister offices all over the UK.Candidate SpecificationRequired for the position;B.Eng /M.EngWorking towards Chartered Engineer Title or already CharteredHave experience of leading on Electrical services and some multi-disciplinary projects,Have experience of mentoring and leading graduate engineersBe enthusiastic and ambitiousPossess excellent communication skills, including report writing and presentationHave the ability to lead electrical elements of one large project or a portfolio of smaller projectsHave some experience of managing client relationships and expectationsIf you meet 80% or more of what we’re looking for, please still apply. We understand not everyone will meet all the requirements, but you might have skills we didn’t know we need.Job ProfileAbout The Business UnitThe Buildings and Cities Unit (BNC) has a major presence in Mott MacDonald's regional offices throughout the UK and mainland Europe, providing a wide range of diverse and transferable cross-sector skills across five key Sectors; Advisory, Built Environment, Energy, Transportation and Water. We also provide local services to customers and technical leadership to the rest of the Group in these sectors.How To ApplyTo apply for this role, please complete our 15-minute application via our website. If you have any questions regarding your application or the role, please reach out to the dedicated recruiter listed who will be more than happy to help.Mott MacDonald is Work180 accredited – which means we actively support and encourage women to join our work force!Benefits We OfferPension matched up to 7%;Competitive annual leave;Agile/flexible working – because life isn’t 9-5;An annual professional institution subscription;Life insurance/Income ContinuanceEnhanced paternity leave;Annual company performance bonus scheme – Subject to company performance;Cycle to work scheme;Travel taxsaver scheme;Continuous development opportunities – because we want you to thriveMott MacDonald Ireland Ltd. Is an accredited employer with Engineers Ireland.Other InformationEquality, diversity and inclusionWe put equality, diversity and inclusion at the heart of our business, seeking to promote fair employment procedures and practices to ensure equal opportunities for all. We encourage individual expression in our workplace and are committed to creating an inclusive environment where everyone feels they have the opportunity to contribute.Agile workingAt Mott MacDonald, we believe it makes business sense for you and your manager to choose how you can work most effectively to meet your client, team and personal commitments. We embrace agility, flexibility and trust.More About Mott MacDonaldWe’re a global engineering, management and development consultancy.Our purpose is to improve society by considering social outcomes in everything we do, relentlessly focusing on excellence and digital innovation, transforming our clients’ businesses, our communities and employee opportunities.A fundamental part of this is respecting each person’s differences and striving to meet their needs.Our values: progress, respect, integrity, drive, excellenceJob Ref64228BRRecruiter ContactPhil MorelandCountryIrelandRegion/StateALL - IrelandDisciplineBuilding services, ElectricalSectorBuilt environmentWebsite RegionEurope and Central AsiaWebsite SectorBuildings",ireland
 Junior RPA Developer,Senior Automation Engineer,R.T.Lane Recruitment,Limerick Metropolitan Area,2 weeks ago,5 applicants,€42/hr - €52/hr ,"On-site
", Contract , Mid-Senior level,1-10 employees,Staffing and Recruiting,"About the jobSenior Automation Engineer. Limerick. €42~€52 PH.Initial 12-month contract. Onsite role. Position Responsibilities • Development of machine design control systems including servo motion and high speed device integration. • Develop, test and install PLC and control software as part of a highly automated, high volume 24/7 validated production environment. • Develop User, Functional and Detailed Design Specifications • Develop high quality PLC and HMI code from functional and detailed design specifications. • Work within a cross functional multidiscipline team environment. • Participates within project teams, provide technical support and make informed decisions on hardware and architecture selection. • Lead Automation team as part of a project, to deliver robust technical solutions as per project timelines. Provide ideas and solutions for the improvement and development of control systems. • Fault-find complex automation equipment. • Maintain comprehensive documentation of code to medical device standards. • Ensure effective closure on quality system documentation and NC/CAPA actions   Primary Tasks • Develop machine control software involving servo pneumatic and data control. • Participate among cross-functional teams to ensure projects are delivered on time and to required quality standards. • Develop, debug and validate control system software programs. • Analyse, understand, fault-find and modify automation software. • Strong analytical and problem-solving skills. • Ability to organize, plan and execute multiple tasks to tight schedules, to ensure deliverables on time and within budget. • Highly motivated self-starter. • Ability to document own work clearly and precisely. • Strong communication skills and provide technical expertise. • Monitor and analyse opportunities for the development of new or improved tools for process improvement activities. • Provide training and mentoring to less experienced staff.   Skills, Abilities and Education Bachelor Degree in Engineering, Computer Science OR equivalent. • 5/6 years’ experience working with automated control systems as part of a machine design team. • Strong PLC background in Allen Bradley ControlLogix 5000, Allen Bradley Guard Logix, APT, Siemens S7, Elau, Pilz Safety PLCs and Wonderware Intouch/ArchestrA, FactoryTalk View HMI software. • Additional knowledge of Servo Motion Control, printer systems, vision systems, robotics, BCR, data analytics and RFID systems would be beneficial. • Accustomed to working in a validated environment with strong discipline with regard to change control.",ireland
 Junior RPA Developer,Electrical Design Engineer,Ogham Engineering Ltd,"Galway, County Galway, Ireland",3 days ago,20 applicants,Not Provided,"On-site
", Full-time,Not Provided,Sean McDonald is hiring for this job,,"About the jobWe are looking for an Electrical Control Systems Design Engineer to join our team based in GalwayThe role would suit candidates holding a 3rd level qualification in Electrical or Automation systems, or senior trades qualified people with further training and experience in industrial electrical control systems design, manufacturing, installation, fault-finding and commissioning.The role requires a strong ability to work as part of a team and on your own initiative to implement electrical designs on automated machinery, provide electrical control solutions and support project implementation. It will require the skills to liaise and work with customers to identify and evaluate systems integrity, safety and efficiency improvements.Previous experience with PLC’s, HMI's, Robotics, Variable Speed Drives, Servo Drives, Sensors, Instrumentation and Machine Safety Systems would be an advantage.Previous experience working on electrical controls on automated machines would be a distinct advantage.Previous electrical controls design and drawing experience using AutoCAD Electrical is required.",ireland
 Junior RPA Developer,Sr. Software Design Verification Engineer,AMD,"Dublin, County Dublin, Ireland",Reposted 2 weeks ago,32 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"10,001+ employees",Semiconductor Manufacturing,"About the jobWHAT YOU DO AT AMD CHANGES EVERYTHINGWe care deeply about transforming lives with AMD technology to enrich our industry, our communities, and the world. Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence, PCs, gaming and embedded. Underpinning our mission is the AMD culture. We push the limits of innovation to solve the world’s most important challenges. We strive for execution excellence while being direct, humble, collaborative, and inclusive of diverse perspectives.AMD together we advance_SENIOR SOFTWARE DEVELOPMENT ENGINEER THE ROLE:The Design Software Verification team play a critical role in verifying part of the AMD EDA tool chain for both pre- and post-silicon support. We are looking for a talented engineer to join our team of 9 engineers in the algorithm verification team in Dublin.In this role you will be responsible for understanding & evaluating software support for the latest FPGAs by creating test designs, ranging from small unit tests to full systems addressing customer markets such as Automotive (ADAS) and Emulation/Prototyping.This role requires strong FPGA design skills, combined with excellent software testing skills, including the creativity needed to imagine the many ways in which our software can be used, in order to find software bugs. You will need to learn fast as this role will require you to adapt your skills to changing technologies as AMD expands its EDA portfolio in the cloud and AI compute space.Key ResponsibilitiesDevelopment of FPGA designs to validate the correct behaviour of Vivado implementation tools Collaborate closely with multiple teams to understand new SW features Development of scripts to automate the execution of test suites Uncovering and reporting of software defects ensuring highest levels of software quality are maintained Preferred Experience2-5 years experience of verification or design roles for ASIC or FPGA Experience of writing software or scripts Excellent analytical and problem-solving skills Academic CredentialsHonours Bachelors/Masters degree in Electronics/Electrical/Computer Engineering or related courses Benefits offered are described: AMD benefits at a glance.AMD does not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. AMD and its subsidiaries are equal opportunity, inclusive employers and will consider all applicants without regard to age, ancestry, color, marital status, medical condition, mental or physical disability, national origin, race, religion, political and/or third-party affiliation, sex, pregnancy, sexual orientation, gender identity, military or veteran status, or any other characteristic protected by law. We encourage applications from all qualified candidates and will accommodate applicants’ needs under the respective laws throughout all stages of the recruitment and selection process.",ireland
 Junior RPA Developer,Software Engineer - DSP,Yahoo,Ireland,Reposted 1 week ago,90 applicants,Not Provided,"Remote
", Full-time , Entry level,"10,001+ employees",Software Development,"About the jobYahoo serves as a trusted guide for hundreds of millions of people globally, helping them achieve their goals online through our portfolio of iconic products. For advertisers, Yahoo Advertising offers omnichannel solutions and powerful data to engage with our brands and deliver results.YahooDemand Java Software EngineerJob DescriptionPosition: Java Software EngineerDepartment: Demand Engineering PlatformsLocation: Dublin, IrelandA Little About The RoleThe Demand Engineering group is responsible for providing advertising platform solutions for clients around the world. Our team designs and supports many of the systems, tools, and processes that allow for the execution of online advertising campaigns to meet the needs of our clients.This role will be focused on the development and maintenance of a range of these platforms. The role will also require working on processes, simplifying systems, and reducing complexity of user interfaces across our platform in order to deliver best in class customer experiences.A Lot About YouYou are a talented back end engineer who wants to work in a high visibility role and directly impact the productivity of all of our demand engineering platforms. You like to use your engineering skills to produce practical solutions to solve pressing business problems which give our customers a competitive advantage and deliver value to both our customers and the company.What You’ll Be DoingAs a software engineer you will be working with product managers and other software engineers in agile teams to create our next-generation API and AdServing solutions by implementing business-critical features and setting standards that will help define the future products.You will help us solving interesting challenges such asPerformance optimisationEnsure system responsiveness, robustness and high availabilityEnsure independent deployment of services and better CI/CDDirectly impact our generated revenue by implementing critical featuresImprove our CI/CD pipeline to ensure constant production delivery of high-quality featuresImprove our automated tests suite in terms of speed and accuracyAn Ideal Candidate Should HaveBachelor’s degree4+ years Experience with Java Experience with Java frameworks, eg. SpringExperience with Cloud Technologies (AWS or Kubernetes desirable)Deep understanding of Java and other supporting back-end technologiesExperience with unit and integration testing and writing clean codeUnderstanding of REST APIs, OOP, and related best practicesKnowledge of architecture and design patterns and anti-patternsGood knowledge of SQL or NOSQL databases techniquesThe ability to deliver results in a fast-paced, deadline-driven environment that requires ability to handle multiple tasks simultaneously without compromising qualityStrong interpersonal skills and the ability to work independently as well as in a team environmentYahoo is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on age, race, gender, color, religion, national origin, sexual orientation, gender identity, veteran status, disability or any other protected category. Yahoo is dedicated to providing an accessible environment for all candidates during the application process and for employees during their employment. If you need accessibility assistance and/or a reasonable accommodation due to a disability, please submit a request via the Accommodation Request Form (www.yahooinc.com/careers/contact-us.html) or call 408-336-1409. Requests and calls received for non-disability related issues, such as following up on an application, will not receive a response.Yahoo has a high degree of flexibility around employee location and hybrid working. In fact, our flexible-hybrid approach to work is one of the things our employees rave about. Most roles don’t require specific regular patterns of in-person office attendance. If you join Yahoo, you may be asked to attend (or travel to attend) on-site work sessions, team-building, or other in-person events. When these occur, you’ll be given notice to make arrangements.If you’re curious about how this factors into this role, please discuss with the recruiter.Currently work for Yahoo? Please apply on our internal career site.",ireland
 Junior RPA Developer,Senior Automation Engineer - DeltaV ,Cognizant,"Dublin, County Dublin, Ireland",3 days ago,4 applicants,Not Provided,"On-site
", Full-time , Mid-Senior level,"10,001+ employees",IT Services and IT Consulting,"About the jobDo you have DeltaV experience, and are you seeking a new job in Dublin? Cognizant is looking for a Senior Automation Engineer (DeltaV), and the role comes with an attractive salary and benefits package.To give you an idea of how this flexible role would look and feel, here are some of the things you could expect to do:Coordinate the development of the Automation software and hardware to ensure alignment with various New Product introduction schedulesSupport the client's Commissioning Qualification and Validation (CQV) Teams in Shakedown and Verification of the DeltaV SoftwareDesign, code and test DeltaV software changes identified during CommissioningWork closely together with the other Automation Engineers to ensure deliverables are ready in time for the different milestones throughout the New Product Introduction projectsTo apply for this Senior Automation Engineer (DeltaV) role, you will need five years of DeltaV experience with a previous site. You will also require experience with the following:Experience designing and programming control systems with an emphasis on DeltaV DCSS88 batch process control within the (Bio)Pharma sectorGeneration of functional specification Design and Test Specifications for Recipes Phase Sequences Equipment Modules Control Modules customized logic and HMI Graphics based on customer User Requirement Specification (URS)Configuration and Testing of Recipes Phases Equipment Modules Control Logic and Interlock Scheme based on DesignIn return for your dedication, collaboration and commitment, you'll receive a generous salary and benefits package, joining a welcoming and inclusive culture. At Cognizant, taking care of employees is a priority:You can pursue innovative career tracks and opportunities hereYou can enhance your professional development through education and dedicated trainingWe’ll give you the skills you need to keep pace with the changing workplace while our compensation, benefits and wellness packages help you stay healthy and plan for the future.To apply for this full-time Senior Automation Engineer (DeltaV) job in Dublin, please contact Cognizant today. Please refer any friends or colleagues for this role or direct them to our Careers page on our website.At Cognizant, we engineer modern businesses to improve everyday life because we're dedicated to making a lasting impact. Cognizant (Nasdaq: CTSH) engineers modern businesses. We help our clients modernize technology, reimagine processes and transform experiences so they can stay ahead in our fast-changing world. Together, we're improving everyday life. See how at www.cognizant.com or @cognizant.",ireland
 Junior RPA Developer,EMC Design Engineer,Valeo,"Tuam, County Galway, Ireland",Reposted 1 week ago,18 applicants,Not Provided,"On-site
", Full-time , Entry level,"10,001+ employees",Motor Vehicle Parts Manufacturing,"About the jobValeo ist ein globales Technologieunternehmen, das innovative Lösungen entwickelt, um die Mobilität neu zu erfinden. Wir sind ein Partner von Automobilherstellern und Akteuren der neuen Mobilität weltweit. Unsere Vision? Eine grünere und sicherere Mobilität zu erfinden, dank Lösungen, die sich auf intuitives Fahren und die Reduzierung von CO2-Emissionen konzentrieren. Wir sind führend in unseren Geschäftsbereichen und werden als eines der weltweit größten innovativen Unternehmen anerkannt.Job Summary: Responsible for the EMC Design activities and supporting the Validation team from RFQ phase to final customer acceptance of a defined project.Job Responsibilities: EMC Preliminary Risk analysis (functions, auto-compatibility matrix, action plan…)Write Test Plan and support the validation team in partnership with the project team.Mechanical review in perspective of EMCSchematics reviewEMC design justificationDefine the Layout EMC specification according to pre analysis and ensure the layout follow up through a close partnership with the CAD Engineer and SI/PISimulation of EMC performance with SPICE tool or 3D simulationsEngineering Tests (troubleshooting / pre-compliance) Hands-on experience in using measuring instruments - Oscilloscopes, Spectrum Analyser/EMI receivers, VNA, Near field probing etcProviding expertise in Design Validation / Product Validation campaign and Failure analysis supporting measurement with all relevant DV test cases (e.g. CET, CEC, REA, BCI, ESD)Supplier and customer communication (including negotiation if needed)Capitalization on failures, solutions and best practices.Active involvement in EMC innovation activities when it is requiredJob Skills and qualification: Bachelor Degree in Electronics or equivalentAt least 4 years of experience in EMC / Electronics Development. Willing to learn, contributing to Valeo EMC networking and self learning abilityGood verbal and written communication skills in English languageAbility to make 10% of travel per year in EuropeJob:R&D EngineerOrganization:Engineering Discipline CDASchedule:VollzeitEmployee Status:UnbefristetJob Type:Permanent contractJob Posting Date:2023-08-31Join Us !Being part of our team, you will join: one of the largest global innovative companies, with more than 20,000 engineers working in Research & Development a multi-cultural environment that values diversity and international collaboration more than 100,000 colleagues in 31 countries... which make a lot of opportunity for career growth a business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable developmentMore information on Valeo: https://www.valeo.com",ireland
 Junior RPA Developer,Electrical Engineer - HV Cables,Mott MacDonald,"Cork, County Cork, Ireland",2 weeks ago,2 applicants,Not Provided,"Hybrid
", Full-time , Entry level,"10,001+ employees",Civil Engineering,"About the jobContract TypePermanentWork patternFull timePosition LocationGlasgow, United Kingdom / Newcastle, United Kingdom / Altrincham, United Kingdom / York, United Kingdom / Croydon, United Kingdom / Brighton, United Kingdom / Dublin, Ireland / Cork, Ireland / Belfast, United KingdomJob DescriptionDo you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for it’s employees? Mott MacDonald is a global consultancy whose people do exactly that. About The RoleOur Transmission & Distribution division provides Cable Engineering expertise for a wide variety of projects at all voltage levels for distribution and transmission systems in the UK and abroad. Due to continued growth we are looking for an Electrical Engineer with extensive HV cable design experience, to join our Transmission and Distribution Team in the UK. The role will span a diverse portfolio of work and there will be opportunities for advancement within the team.You’ll be working on HV cable system projects, fulfilling tasks including:All aspects of cable system designProject ManagementProposal WritingScheme CostingsFront End Engineering Design (FEED)Overseeing the preparation of drawings e.g. planning applications and tender packagesPreparation of SpecificationsOwners engineer / design assuranceTechnical due diligence / advisory servicesOnshore and offshore workCandidate SpecificationAbout YouDegree in Electrical EngineeringExperienced cable system engineer, ideally with HVAC and HVDC systemsAnalytical and able to solve complex engineering problemsA willingness to engage with new challenges as well as an ability to work confidently on tasks for which they have prior experience.Ability to demonstrate good written communication skills including report writing.Excellent communication and people skills.Job ProfileAbout The Business UnitThe Energy unit delivers services to clients globally across a number of sectors including hydropower, nuclear, waste, renewable generation and transmission & distribution networks. Together we provide integrated engineering and project management services across the project lifecycle – from concept and design, to construction and operations, to decommissioning or repowering and life extension. Together with our clients, we’re helping to deliver the energy transition globally.How To ApplyTo apply for this role, please complete our 15-minute application via our website. Our talent acquisition coordinators aim to provide feedback within 5 working days with the outcome of your application. More information about our application process can be found here . If you have any questions regarding your application or the role, please reach out to the dedicated recruiter listed who will be more than happy to help.Job Ref68755BRRecruiter ContactErinda HaziziCountryUnited KingdomRegion/StateEngland - Midlands, England - North East, England - North West, England - Outer London, England - South East, ScotlandDisciplineConsultancy, Electrical, EnergySectorEnergyWebsite RegionEurope and Central AsiaWebsite SectorEnergy",ireland
 Junior RPA Developer,Electrical Engineer - HV Cables,Mott MacDonald,"Dublin, County Dublin, Ireland",2 weeks ago,3 applicants,Not Provided,"Hybrid
", Full-time , Entry level,"10,001+ employees",Civil Engineering,"About the jobContract TypePermanentWork patternFull timePosition LocationGlasgow, United Kingdom / Newcastle, United Kingdom / Altrincham, United Kingdom / York, United Kingdom / Croydon, United Kingdom / Brighton, United Kingdom / Dublin, Ireland / Cork, Ireland / Belfast, United KingdomJob DescriptionDo you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for it’s employees? Mott MacDonald is a global consultancy whose people do exactly that. About The RoleOur Transmission & Distribution division provides Cable Engineering expertise for a wide variety of projects at all voltage levels for distribution and transmission systems in the UK and abroad. Due to continued growth we are looking for an Electrical Engineer with extensive HV cable design experience, to join our Transmission and Distribution Team in the UK. The role will span a diverse portfolio of work and there will be opportunities for advancement within the team.You’ll be working on HV cable system projects, fulfilling tasks including:All aspects of cable system designProject ManagementProposal WritingScheme CostingsFront End Engineering Design (FEED)Overseeing the preparation of drawings e.g. planning applications and tender packagesPreparation of SpecificationsOwners engineer / design assuranceTechnical due diligence / advisory servicesOnshore and offshore workCandidate SpecificationAbout YouDegree in Electrical EngineeringExperienced cable system engineer, ideally with HVAC and HVDC systemsAnalytical and able to solve complex engineering problemsA willingness to engage with new challenges as well as an ability to work confidently on tasks for which they have prior experience.Ability to demonstrate good written communication skills including report writing.Excellent communication and people skills.Job ProfileAbout The Business UnitThe Energy unit delivers services to clients globally across a number of sectors including hydropower, nuclear, waste, renewable generation and transmission & distribution networks. Together we provide integrated engineering and project management services across the project lifecycle – from concept and design, to construction and operations, to decommissioning or repowering and life extension. Together with our clients, we’re helping to deliver the energy transition globally.How To ApplyTo apply for this role, please complete our 15-minute application via our website. Our talent acquisition coordinators aim to provide feedback within 5 working days with the outcome of your application. More information about our application process can be found here . If you have any questions regarding your application or the role, please reach out to the dedicated recruiter listed who will be more than happy to help.Job Ref68755BRRecruiter ContactErinda HaziziCountryUnited KingdomRegion/StateEngland - Midlands, England - North East, England - North West, England - Outer London, England - South East, ScotlandDisciplineConsultancy, Electrical, EnergySectorEnergyWebsite RegionEurope and Central AsiaWebsite SectorEnergy",ireland
 Junior RPA Developer,Facilities Electrical Engineer,Analog Devices,"Limerick, County Limerick, Ireland",Reposted 1 week ago,14 applicants,Not Provided,Full-time , Entry level,Not Provided,"10,001+ employees",Semiconductor Manufacturing,"About the jobAnalog Devices, Inc. (NASDAQ: ADI) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobility, and digital healthcare, combat climate change, and reliably connect humans and the world. With revenue of more than $12 billion in FY22 and approximately 25,000 people globally working alongside 125,000 global customers, ADI ensures today’s innovators stay Ahead of What’s Possible.The team is looking for a motivated, experienced, Facilities Electrical Engineer to support our expansion and sustaining activities in Limerick. They will have site wide responsibility for the LV and MV power distribution including analysis, design and ensuring correct maintenance is in place.The candidate will provide electrical engineering design and project oversight for systems covering HVAC, chillers, process cooling water, UHP water, MTHW, effluent treatment, exhaust scrubbers & abatement, CDA, central vacuum, BMS systems etc. It will include the facilities installation of IC fabrication process equipment in the cleanrooms.General Roles And ResponsibilitiesPrepare detailed electrical designs and scopes-of-work for a wide variety of projects ranging from office buildings to fab cleanroom construction.Develop and review Electrical design with the design team on the various projects.Prepare plans, schedules, cost estimates, and bid documents.Complete technical submittals, equipment registers and trackers.Prepare technical and contract documentation for issue and analysing returned tenders.Project management and supervise construction to comply with drawings, specifications, contracts, schedule, and budget.Redesign existing power distribution systems to accommodate new process tools.Design and develop resilience for the site including UPS systems, generator systems, and executing parallel operation.Power systems troubleshooting and PM review.Power cost tracking and sub metering for energy and cost reduction in conjunction with the sustainability teamReview existing electrical systems and recommend improvements to conserve natural resources.Work with various governmental agencies to receive grants for energy efficient plant.Additional Requirements include:A working knowledge of Revit/3D modelling software, AutoCAD and Microsoft Office SuiteAbility to contribute to several projects simultaneously.Must be self-motivated, team oriented, and “hands-on”.Must be safety and quality orientated. Excellent organisational and planning skills.Excellent communication skills and ability to work well in a team.Current knowledge of energy-efficient approaches in power distributionQualifications And ExperienceBachelor’s Degree in Electrical Engineering with >5 years of experienceFor positions requiring access to technical data, Analog Devices, Inc. may have to obtain export licensing approval from the U.S. Department of Commerce - Bureau of Industry and Security and/or the U.S. Department of State - Directorate of Defense Trade Controls. As such, applicants for this position – except US Citizens, US Permanent Residents, and protected individuals as defined by 8 U.S.C. 1324b(a)(3) – may have to go through an export licensing review process.Analog Devices is an equal opportunity employer. We foster a culture where everyone has an opportunity to succeed regardless of their race, color, religion, age, ancestry, national origin, social or ethnic origin, sex, sexual orientation, gender, gender identity, gender expression, marital status, pregnancy, parental status, disability, medical condition, genetic information, military or veteran status, union membership, and political affiliation, or any other legally protected group.Job Req Type: ExperiencedRequired Travel: NoShift Type: 1st Shift/Days",ireland
