Job Keyword,Job Title,Company Name,Location,Posted,Applicants,Salary,Remote/Hybrid,Job Type,Job Level,Company Size,Company Type,About Company
 Junior RPA Developer,Senior Infrastructure Automation Engineer,Siemens EDA (Siemens Digital Industries Software),"Shannon, County Clare, Ireland",Reposted 6 days ago,7 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"1,001-5,000 employees",Software Development,"About the jobSiemens Digital Industries Software - Transform the everydayLet's make the difference together!Meet the team - VideoSiemens Digital Industries (DI) is an innovation leader in automation and digitalization. Closely, collaborating with partners and customers, we care about the digital transformation in the process and discrete industries. With our Digital Enterprise portfolio, we provide and encourage companies of all sizes with an end-to-end set of products, solutions, and services to integrate and digitalize the entire value chain. Meaningful optimization for the specific needs of each industry, our outstanding portfolio supports customers to achieve greater efficiency and flexibility. We are constantly adding innovations to its portfolio to integrate groundbreaking future technologies. We have our global headquarters in Nuremberg, Germany, and have around 75,000 employees internationally.We offer a role with responsibility, independence, and the possibility to contribute proactive. We foster a teamwork culture with room for individual development.Please visit https://siemensneo.com/disw/About The Role / SegmentWe are expanding our team as we embark on a green field application bringing High Performance Computing (HPC) to the Cloud for the secure execution of chip design software, real challenges are you ready?The Hybrid SaaS/PaaS solutions and tools are intended to scale in increments the size of an entire SaaS application for a single request.We're looking for an experienced Software Engineer with a background in cloud infrastructure. This is an outstanding opportunity to research, architect and automate customer and internally managed environments in public, private and hybrid clouds.We appreciate that these lists can appear daunting. In this scenario they indicate some elements that you may have, and some elements that you are interested in evolving towards. Our current team is both culturally and technically diverse with understanding across 5 distinct technical domains required for the challenge ahead. We are all learning, we are all growing, you will too.We Would Like To Talk To People Interested InEvolving with the changing landscape of HPC in the cloudWorking with the teams at Azure, AWS and Google to adapt their offerings to support EDA effectivelyEnsuring the highest levels of security for inter-cloud and multi-cloud environmentsEnsuring our environments and applications are primed for performance and scaleBeing part of a founding SW team in IrelandBeing brave and innovating faster than Moore’s LawArea of responsibility Review, understand and contribute to cloud infrastructure architectures built by teams at Azure, AWS and Google to support EDADevelop and automate reference architectures for our customers self-managed clouds and our proposed managed cloud offering.Facilitate multi-cloud resource orchestration from the Siemens PaaS.Champion and support a culture of building secure, performant, large-scale infrastructure and applicationsWork in a scrum team with fellow Engineers to develop dynamically controlled infrastructure for internal and external customersImplement POCs to validate approaches and techniquesInvestigate technology choices required by us and our customers to achieve our goalsPartner with the wider organisation to understand, socialise and support their internal cloud infrastructure development needsAssist with the DevOps and tooling for building Cloud SaaS solutions.Performance comparison testing of the latest cloud servers and architectures and tooling running our softwareGet stuck in and build the futureYour QualificationsBachelor's or higher degree in Engineering, Technology or a relevant degreeExperience architecting and maintaining large scale cloud platforms that are in productionExperience with hybrid on-premises and software-as-a-service productsUnderstanding of Cloud security concerns.Proven experience in Container orchestration.Experience architecting public, private and hybrid multi cloud solutions across IaaS, PaaS and SaaS cloud providersUnderstanding of Azure, AWS and or Google IPaaSDeep understanding of Infrastructure as Code and various associated scripting technologiesExperience in Disaster Recovery, and multizone availability.Various Cloud CertificationsWorking at Siemens SoftwareWhy us?Working at Siemens Software means flexibility - Choosing between working at home and the office at other times is the norm here. We offer great benefits and rewards, as you'd expect from a world leader in industrial software.We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status.Siemens Industry Software is an equal opportunities employer and does not discriminate unlawfully on the grounds of age, disability, gender assignment, marriage, and civil partnership, pregnancy and maternity, race, religion or belief, sex, sexual orientation, or trade union membership.Siemens. Making Real What MattersIf you want to make a difference – make it with us!"
 Junior RPA Developer,FullStack Software Engineer - DSP,Yahoo,Ireland,Reposted 1 week ago,77 applicants,Not Provided,"Remote
", Full-time , Entry level,"10,001+ employees",Software Development,"About the jobIt takes powerful technology to connect our brands and partners with an audience of nearly 900 million. Whether you’re looking to write mobile app code, engineer the servers behind our massive ad tech stacks, or develop algorithms to help us process trillions of data points a day, what you do here will have a huge impact on our business—and the world. Want in?YahooDemand Full-Stack Software Engineer IC3Job DescriptionPosition: Full-Stack Software EngineerDepartment: Demand Engineering PlatformsLocation: Dublin, IrelandA Little About The RoleThe Demand Engineering group is responsible for providing advertising platform solutions for clients around the world. Our team designs and supports many of the systems, tools, and processes that allow for the execution of online advertising campaigns to meet the needs of our clients.This role will be focused on the development and maintenance of a range of these platforms. The role will also require working on processes, simplifying systems, and reducing complexity of user interfaces across our platform in order to deliver best in class customer experiences.A Lot About YouYou are a talented front, back end or full stack engineer who wants to work in a high visibility role and directly impact the productivity of all of our demand engineering platforms. You like to use your engineering skills to produce practical solutions to solve pressing business problems which give our customers a competitive advantage and deliver value to both our customers and the company.What You’ll Be DoingAs a software engineer you will be working with product managers and other software engineers in agile teams to create our next-generation User Interfaces and APIs by implementing business-critical features and setting standards that will help define the future products.You will help us solving interesting challenges such asPerformance optimisationEnsure system responsiveness, robustness and high availabilityEnsure independent deployment of services and better CI/CDDesign and create robust and reusable UI components that will be used across the companyDirectly impact our generated revenue by implementing critical featuresImprove our CI/CD pipeline to ensure constant production delivery of high-quality featuresImprove our automated tests suite in terms of speed and accuracyWhat You Must HaveBachelor’s degree4+ years Experience with Java and JavaScript Experience with Java and JavaScript frameworks, eg. Spring and EmberJsExperience with Cloud Technologies (AWS or Kubernetes desirable)Deep understanding of Java/J2EE, HTML5, CSS3, Javascript and other supporting front-end or back-end technologiesExperience with unit and integration testing and writing clean codeUnderstanding of REST APIs, OOP, and related best practicesKnowledge of architecture and design patterns and anti-patternsGood knowledge of SQL or NOSQL databases techniquesThe ability to deliver results in a fast-paced, deadline-driven environment that requires ability to handle multiple tasks simultaneously without compromising qualityStrong interpersonal skills and the ability to work independently as well as in a team environmentYahoo is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on age, race, gender, color, religion, national origin, sexual orientation, gender identity, veteran status, disability or any other protected category. Yahoo is dedicated to providing an accessible environment for all candidates during the application process and for employees during their employment. If you need accessibility assistance and/or a reasonable accommodation due to a disability, please submit a request via the Accommodation Request Form (www.yahooinc.com/careers/contact-us.html) or call 408-336-1409. Requests and calls received for non-disability related issues, such as following up on an application, will not receive a response.Yahoo has a high degree of flexibility around employee location and hybrid working. In fact, our flexible-hybrid approach to work is one of the things our employees rave about. Most roles don’t require specific regular patterns of in-person office attendance. If you join Yahoo, you may be asked to attend (or travel to attend) on-site work sessions, team-building, or other in-person events. When these occur, you’ll be given notice to make arrangements.If you’re curious about how this factors into this role, please discuss with the recruiter.Currently work for Yahoo? Please apply on our internal career site."
 Junior RPA Developer,Senior Electrical Engineer,RPS,"Cork, County Cork, Ireland",Reposted 4 hours ago,9 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"5,001-10,000 employees",Business Consulting and Services,"About the jobDue to continued expansion, we are looking to recruit Senior Electrical Building Services Design Engineers to our M&E business in Ireland.We specialise in the design, installation and inspection of mechanical and electrical engineering solutions and have delivered schemes across all property sectors including education, healthcare, industrial, residential, commercial and retail.The positions will be primarily based in our Cork and Galway offices, but there will be flexibility in terms of location and home working.RPS, A Tetra Tech CompanyRepresenting an exciting new chapter in our business, on 24 January 2023 RPS became a Tetra Tech company. With 27,000 employees in more than 550 offices in more than 120 countries on seven continents, Tetra Tech is a leading, global provider of consulting and engineering services. As a Tetra Tech company, RPS is proud to offer our people market-leading development and project opportunities, helping to solve some of the world’s most complex problems.About The Role Design of electrical building services and infrastructure  Tendering and Coordination of design activities in conjunction with project design teams.  Management and mentoring of Junior staff.  Acting as key RPS contact with Clients and other Design Team members  Preparation of fee proposals, and management of fees. Qualifications The ideal candidate will have minimum Level 8 qualifications in Electrical Engineering (or equivalent such as Energy or Building Services) Knowledge Skills & Experience Strong technical ability in all aspects of Electrical Engineering Services & Design  Degree in Electrical or Building Services Engineering  10+ years relevant experience, ideally in a design consultancy environment  Knowledge & experience of current Electrical Design standards  Experience in AutoCAD, Revit and MS Office Suite Software, and also specialist electrical design software packages (e.g Amtech, Dialux )  Experience of client, vendor & contractor interaction & management.  A good communicator with the ability to work well with others in a multifunctional project team.  Excellent level of attention to detail.  Applicants are expected to be Chartered Engineer status or working towards. Key Areas Of Responsibility Lead Engineering Design on Projects as part of an integrated project team.  Design and specification of Electrical Engineering Solutions to current regulations and design standards. Duties Include But Are Not Limited To Working directly with clients and project engineers to lead technical solutions.  Carrying out electrical building services design, working solo on smaller projects, or as part of a larger electrical team, under a Senior Engineer, on larger more complex projects.  Lead Pre-Construction Engineering activities and the production of information including, design development, construction details, services coordination, technical submittals, sub-contracts, etc.  Provide off site technical support to construction teams on projects. What’s in it for you?We’re an accredited training provider – from entry level to master’s degree level professional qualifications in leadership & management and executive coaching & mentoring, we support learning and development for everyone.A personal development plan and a transparent career pathway puts you in the driving seat of your career and you’ll be supported as far as you want to go.We encourage and value different ideas, perspectives, and styles of thinking. We need a mix of experiences and skills to develop the most innovative ideas. We respect one another and recognise the potential and contribution of everyone. You’ll be joining a diverse community and a company that puts its people first and prioritises their wellbeing.We understand the need to work flexibly, with agile offices and hybrid working offered as standard, we’re happy to talk about flexible working. This is a workplace that works for you.A career here is far from ordinary. Here you’re not a number, you’re part of the solution.We know we develop better solutions together. That’s why we’re committed to ensuring Fairness, Inclusivity, and Respect in all that we do. For us to live our purpose of creating shared value and to deliver on our promise to ‘make complex easy’ – for us and for our clients, we continue to build a culture where different working styles and experiences can thrive to achieve exceptional results.We’re proud to be a Disability Confident Employer and work in partnership with Inclusive Employers. We’re also proud to support reservists and their families, having signed the Armed Forces Covenant. An inclusive culture enables our people to do things differently, working in ways to suit them while delivering their best for RPS. That’s why we’ve created working groups as true inclusion is a journey that involves learning, collaboration, and engagement.Please let us know if you require any adjustments during the interview process, we can then make reasonable changes to support you in performing to the best of your ability. Recruitment Agencies We have a Preferred Supplier List of trusted partners to assist us when required and do not acknowledge any speculative CVs or unsolicited candidate introductions from agencies not on this list. Please refer to the careers page on our website if you require any further information."
 Junior RPA Developer,Electrical Design Engineer,Ogham Engineering Ltd,"Galway, County Galway, Ireland",5 hours ago,6 applicants,Not Provided,"On-site
", Full-time,Not Provided,Sean McDonald is hiring for this job,,"About the jobWe are looking for an Electrical Control Systems Design Engineer to join our team based in GalwayThe role would suit candidates holding a 3rd level qualification in Electrical or Automation systems, or senior trades qualified people with further training and experience in industrial electrical control systems design, manufacturing, installation, fault-finding and commissioning.The role requires a strong ability to work as part of a team and on your own initiative to implement electrical designs on automated machinery, provide electrical control solutions and support project implementation. It will require the skills to liaise and work with customers to identify and evaluate systems integrity, safety and efficiency improvements.Previous experience with PLC’s, HMI's, Robotics, Variable Speed Drives, Servo Drives, Sensors, Instrumentation and Machine Safety Systems would be an advantage.Previous experience working on electrical controls on automated machines would be a distinct advantage.Previous electrical controls design and drawing experience using AutoCAD Electrical is required."
 Junior RPA Developer,EMC Design Engineer,Valeo,"Tuam, County Galway, Ireland",Reposted 1 week ago,21 applicants,Not Provided,"On-site
", Full-time , Entry level,"10,001+ employees",Motor Vehicle Parts Manufacturing,"About the jobValeo est une entreprise mondiale de haute technologie qui conçoit des solutions révolutionnaires pour réinventer la mobilité. Nous sommes un équipementier partenaire des constructeurs automobiles et des acteurs de la nouvelle mobilité dans le monde entier. Notre vision ? Inventer une mobilité plus verte et plus sûre, grâce à des solutions axées sur la conduite intuitive et la réduction des émissions de CO2. Nous sommes leaders dans nos domaines d'activité et reconnus comme l'une des plus grandes entreprises innovantes au monde.Job Summary~ Responsible for the EMC Design activities and supporting the Validation team from RFQ phase to final customer acceptance of a defined project.Job Responsibilities~ EMC Preliminary Risk analysis (functions, auto-compatibility matrix, action plan…)Write Test Plan and support the validation team in partnership with the project team.Mechanical review in perspective of EMCSchematics reviewEMC design justificationDefine the Layout EMC specification according to pre analysis and ensure the layout follow up through a close partnership with the CAD Engineer and SI/PISimulation of EMC performance with SPICE tool or 3D simulationsEngineering Tests (troubleshooting / pre-compliance) Hands-on experience in using measuring instruments - Oscilloscopes, Spectrum Analyser/EMI receivers, VNA, Near field probing etcProviding expertise in Design Validation / Product Validation campaign and Failure analysis supporting measurement with all relevant DV test cases (e.g. CET, CEC, REA, BCI, ESD)Supplier and customer communication (including negotiation if needed)Capitalization on failures, solutions and best practices.Active involvement in EMC innovation activities when it is requiredJob Skills and qualification~ Bachelor Degree in Electronics or equivalentAt least 4 years of experience in EMC / Electronics Development. Willing to learn, contributing to Valeo EMC networking and self learning abilityGood verbal and written communication skills in English languageAbility to make 10% of travel per year in EuropePosition~R&D EngineerDépartement~Engineering Discipline CDASchedule~Temps pleinEmployee Status~CDIType de contrat~Contrat permanentJob Posting Date~2023-08-31Join Us !Being part of our team, you will join~ one of the largest global innovative companies, with more than 20,000 engineers working in Research & Development a multi-cultural environment that values diversity and international collaboration more than 100,000 colleagues in 31 countries... which make a lot of opportunity for career growth a business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable developmentMore information on Valeo~ https~//www.valeo.com"
 Junior RPA Developer,Facilities and Maintenance Electrical Engineer,Teleflex Medical OEM,"Limerick, County Limerick, Ireland",4 weeks ago,27 applicants,Not Provided,"On-site
", Contract , Mid-Senior level,"1,001-5,000 employees",Medical Equipment Manufacturing,"About the jobTitle: Facilities and Maintenance Electrical EngineerReports to: Facilities ManagerDepartment: Facilities and MaintenancePurpose of the role: Support trouble shooting equipment of plant and production equipment.Ensure safety of employees through managing Security systems and ensure fire systems are operating to the required level.Ensure Facilities and equipment and maintenance systems are in line with local regulations, regulatory standards and protect our employees.Ensure Electrical infrastructure is installed and maintained to the required standard.Support MES systems integration with production and Building management systems. Key Responsibilities: Key responsibilities will include (but are not limited) to the following.Service provider to Value Streams§ Ensure the Plant is operational and maintained through planned and unplanned maintenance of all equipment.§ Co-ordination and management of contract resources in delivering facility and maintenance requirements.§ Provide oversight on electrical systems for facility expansions§ Provide electrical and electronic trouble shooting and problem-solving skills to support operations and development projects.§ Provide oversight on new equipment specifications for electrical supplies and electronic control systems.§ Determine schedules, sequences, and assignments for work activities, based on work priority, quantity of equipment and availability of personnel.§ Support security, fire and assess systems.§ Participate in teams were facility and equipment projects are necessary.§ Proactively support value streams in meeting their objectives  General Activities· Ensure that all facilities / replacement operational equipment (i.e. spare parts) purchased meet the required safety and environmental standards as set out by law and best practice.· Continue to develop BMS to deliver data to support sustainability targets·Manage and co-ordinate the Lone worker, ERT fire alarm and intruder alarm systems including  maintenance of same.· Ensure electrical policy is maintained to the required standard.· Any other reasonable duties deemed relevant by your manager· Ensure full compliance with regulatory requirements.· Ensure Quality and EHS policies and procedures are adhered to at all timesCompetency ProfilePeople· Clear verbal and written communication· Ability to work in a cross functional team· Ability to be working on multiple projects both as the lead and a team member.· Ability to use interpersonal skills to deal successfully with day-to-day people related issuesStrategyUnderstand the key drivers of our businessUnderstand the impact of their job on the key business driversUnderstanding of other department’s impact on the key drivers and how all departments fit togetherCustomers and VendorsAbility to understand customer relationshipsAbility to generate appropriate relationships with customersAbility to deal with difficult customer communicationsAbility to influence customers where necessaryAbility to negotiate on behalf of Teleflex so that we achieve the best value and service from vendors.Professional skills/knowledge· QQI Level 6 -Advanced Craft Electrical Certificate or Electrical Engineering Degree· 3 to 5 years’ experience in a manufacturing setting desirablePlanning and organisation skills - Planning contractor requirements, out of hours maintenance work, PM, UM PlanningUnderstanding of costs managementUnderstanding of local Health and SafetyUnderstanding of Teleflex maintenance and facilities systems.Knowledge/understanding of substations , electrical distribution in a manufacturing plant, PV panels, electrical drawings, PLCs, electronic trouble shooting of production equipment, electronic trouble shooting of facilities equipment, lighting] standards across a manufacturing site, security systems, fire alarm systems, access control systems, experience with AV systems,Experience working with external contractors, reviewing quotes, reviewing method statements, reviewing finished works are as agreed.Knowledge /understanding of maintenance methods: Predictive maintenance. Planned maintenance, Condition based maintenance.Basic understanding of process validations/FMEA's and protocolsTeleflex Specific competenciesAbility to work in a fluid, demanding environment.Thorough understanding of Teleflex processes and productsUnderstanding of Teleflex change control procedures"
 Junior RPA Developer,Senior Electronics Engineer,Valeo,"Tuam, County Galway, Ireland",Reposted 1 week ago,0 applicants,Not Provided,"On-site
", Full-time , Mid-Senior level,"10,001+ employees",Motor Vehicle Parts Manufacturing,"About the jobValeo is a tech global company, designing breakthrough solutions to reinvent the mobility. We are an automotive supplier partner to automakers and new mobility actors worldwide. Our vision? Invent a greener and more secured mobility, thanks to solutions focusing on intuitive driving and reducing CO2 emissions. We are leader on our businesses, and recognized as one of the largest global innovative companies.Delivery of electronics development deliverables to ensure Valeo Detection Vision Systems continues to be a global leader within the automotive industry by developing innovative cost effective solutions using cutting edge technology.Responsible for the robust delivery of electronics development deliverables, as set out in the electronics development process, across assigned projectsResponsible for generation of schematic design and review/approval of PCB layoutsResponsible for ensuring best design practices are employed to ensure optimum Design for EMC, Design for Manufacture/ Test etc. Responsible for thoroughly and professionally representing the electronics design function within their assigned project(s).Responsible for creating electronics development project plans, monitoring and communicating to R&D PM for inclusion into overall R&D planningResponsible for ensuring daily project deliverables are checked, met and communicated in a professional mannerProvide Technical Leadership and decision making to the Electronics Development Team for / duringReviews of Internal requirements, Customer Requirements, Specifications etc.Selecting appropriate design solutions and electronics platformsGeneral software & product design reviews and problem resolutionIssues during product validation and homologationElectronics DFMEA & FTA activitiesParticipate in Formal product Design Reviews and Schematic/PCB Reviews Support development and maintenance of the Electronics Development process.Deliver assigned projects to agreed R&D electronics development budgetEnsure professional management of Technical communication with relevant CustomersSupport efficient transfer of product designs, through the NPI process, to the Operations group.Sponsor Innovation and Creativity in the development of all products Give regular status reports and performance metrics for your team, including sub contractors, to the Electronics Department Manager.Identify Training requirements for assigned staffAssist Business Dev. Dept with Feasibility Studies and subsequent RFQ’s as required Keep up to date with new Standards and general market information in the IndustryQualifications - ExternalDegree in Electronic Engineering or equivalentMinimum of 5 years relevant experience in electronic designExcellent analysis & trouble-shooting skillsExcellent communication skills, both written and verbalConfident, articulate, self motivated, determined & energeticSelf-starter, motivated individual who can work alone, with little supervision.The person must be able to demonstrate a level of commitment, initiative and quality of workmanship required within an R&D environment.Job:Product Technical LeaderOrganization:Engineering Discipline CDASchedule:Full timeEmpoyee Status:RegularJob Type:Permanent contractJob Posting Date:2023-02-10-08:00Join Us !Being part of our team, you will join: one of the largest global innovative companies, with more than 20,000 engineers working in Research & Development a multi-cultural environment that values diversity and international collaboration more than 100,000 colleagues in 31 countries... which make a lot of opportunity for career growth a business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable developmentMore information on Valeo: https://www.valeo.com"
 Junior RPA Developer,Graduate Quality Systems and Hardware Engineer,Analog Devices,"Limerick, County Limerick, Ireland",Reposted 1 week ago,26 applicants,Not Provided,,Full-time , Entry level,"10,001+ employees",Semiconductor Manufacturing,"About the jobCome join Analog Devices (ADI) – a place where Innovation meets Impact. For more than 55 years, Analog Devices has been inventing new breakthrough technologies that transform lives. At ADI you will work alongside the brightest minds to collaborate on solving complex problems that matter from autonomous vehicles, drones and factories to augmented reality and remote healthcare.ADI fosters a culture that focuses on employees through beneficial programs, aligned goals, continuous learning opportunities, and practices that create a more sustainable future.ADI At A GlanceAnalog Devices, Inc. (NASDAQ: ADI) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobility, and digital healthcare, combat climate change, and reliably connect humans and the world. With revenue of more than $12 billion in FY22 and approximately 25,000 people globally working alongside 125,000 global customers, ADI ensures today’s innovators stay Ahead of What’s Possible.The Reliability Operations team Designs and develops circuits and burn-in solutions for reliability qualifications of ADI’s leading edge analog, digital and mixed-signal products. Assess customers (Reliability, BU's, Production Engineers) needs and requirements and offer technical support.Educational Background:  Graduate of bachelor’s degree in ECE, EE, or related field. Knowledge on fundamentals of analog and digital electronics. Good to strong programming skills With good analytical and problem-solving skills Familiarity on laboratory equipment (i.e. oscilloscopes, DMM, power supplies)Major Duties & Responsibilities:  Design burn-in circuits and define burn-in configuration in collaboration with Design (BU) Develop burn-in hardware (i.e. burn-in boards, sockets) and systems (i.e. ovens, driver boards) Implement and validate cost-effective hardware solutions, de-risking as required, and off the critical path of the new product qualification. Design, develop and validated systems and hardware in support of ADI Internet of things sensing. Analyse existing systems, identifies weaknesses and inefficiencies, and use problem solving skills, both analytical and empirical and make robust solutions for our challenging products. Develop and drive adaption of standards.For positions requiring access to technical data, Analog Devices, Inc. may have to obtain export licensing approval from the U.S. Department of Commerce - Bureau of Industry and Security and/or the U.S. Department of State - Directorate of Defense Trade Controls. As such, applicants for this position – except US Citizens, US Permanent Residents, and protected individuals as defined by 8 U.S.C. 1324b(a)(3) – may have to go through an export licensing review process.Analog Devices is an equal opportunity employer. We foster a culture where everyone has an opportunity to succeed regardless of their race, color, religion, age, ancestry, national origin, social or ethnic origin, sex, sexual orientation, gender, gender identity, gender expression, marital status, pregnancy, parental status, disability, medical condition, genetic information, military or veteran status, union membership, and political affiliation, or any other legally protected group.Job Req Type: Graduate JobRequired Travel: Yes, 10% of the time"
 Junior RPA Developer,Hardware Sustaining/Product Engineer,"Itron, Inc.","Dublin, County Dublin, Ireland",Reposted 2 days ago,2 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"5,001-10,000 employees",Utilities,"About the jobIf you're passionate about making the world a safer, more sustainable, and more resourceful place, join us!About The OrganizationItron Dublin team lead the development and support for Itron’s Networked Lighting Controller product line. The Networked Lighting Controller (NLC) is embedded with Itron industrial Internet of Things (IIoT) communications to provide reliable and secure two-way monitoring and control for outdoor street and area lighting. In addition to industry-leading lighting control, the networked streetlights serve as an IIoT canopy capable of supporting additional smart city sensors and applications such as traffic management, multi-commodity metering, environmental sensing and more.About The PositionThe role involves supporting the design activity of new NLCs and sustaining for the existing product releases.ResponsibilitiesHardware Design/RefreshPerform hardware design/refresh in response to:Hardware Design verification testing including design/build of testing platforms.Product issues found in the fieldDesign out/replace EOL ComponentsCost reduction opportunitiesHardware Design verification testing including design/build of testing platforms.NPI supportSupport early Design Prototypes building and testingDFM/DFT analysis in conjunction with design engineer and contract manufacturer teamGenerate test requirements and provide support to the development team.BOM Generation/Structuring to support volume production.Root cause analysis of prototype build failures and driving corrective actions back to design and/or contract manufacturerCustomer SupportCritical RMA Debug/Root Cause AnalysisSupporting Customer Teams with remote debug of product performance issues.Component AVL Management/On-going MaintenancePlan/Manage product builds to support alternate component approvals, Component End of Life (EOL) and multi-sourcing activities.Generation and approval of engineering change orders to contract manufacturers for product changes.Volume Production SupportTier 3 support for manufacturing and testing Issues requiring R&D support to resolve.Perform hardware design refresh to address product cycle time issues found in production at either the contract manufacturer or internal Itron factory.Experience and QualificationsMinimum 8 years experience in a similar role sustaining MCU-based hardware designs.Bachelor Electronic Engineering degree or equivalent studies.Product Data management experience (BoM’s, AVL, ECO’s)Knowledge/experience in supporting hardware designs comprising of AC/DC Power Supply, MCU, RF circuitry.Knowledge/experience in PCB layout, prototyping, testing.Mechanical design knowledge/experienceRegulatory Testing (safety, EMC) knowledge experience.MCU programming (STM32) experience desirable.We offer youPurpose: Opportunity to create a more resourceful world by working on the 21st century’s biggest challenges: managing water, energy, and gas.Career: opportunity to work on the market leader SELC’s products, thus contributing to more efficient energy usage.Compensation package: competitive salary, pension plan, health insurance, hybrid work arrangement, study support, parking. For decades, Itron has been delivering critical energy and water infrastructure services to customers around the globe, and we're just getting started. Join us and help design the future of resource management!"
 Junior RPA Developer,Senior Electronics Engineer,Cpl,"Galway, County Galway, Ireland",Reposted 8 hours ago,1 applicant,Not Provided,"On-site
", Contract , Mid-Senior level,201-500 employees,Staffing and Recruiting,"About the jobSenior Electronic Engineer Job Responsibilities Research system and embedded electronics design solutionsSchematic design and development of embedded systems. (Zuken preferred)Review and approval of PCB layouts – ensure PCB layout is optimized for EMC performance.Carry out design calculations including worst case and thermal analysis using MATHCAD.Carry out design simulations using PSpiceGeneration of electronics design requirementsEﬃcient day to day technical guidance and management of assigned resources.Support electronic testing of prototypes including: EMI/RFI, Environmental and ESD.Evaluation of new technologies and design trade-offs.Manage technical communication on electronics topics with the customerResponsibility for identifying & scheduling all electronics development tasks in conjunction with relevant Project Manager. Generation of timing plans for same.Interface with Electronics Lead re adherence to Timing Plan for key milestones.Adhere to Internal & Customer ProceduresKeep up to date with new Standards in the IndustrySupport the continuous improvement of the electronics development processEducation/TrainingDegree in Electronic Engineering or equivalentMinimum of 8 years relevant experience in electronic designExcellent analysis & trouble-shooting skillsExcellent communication skills, both written and verbalConﬁdent, articulate, self motivated, determined & energeticSelf-starter, motivated individual who can work alone, with little supervision.The person must be able to demonstrate a level of commitment, initiative and quality of workmanship required within an R&D environment."
